Cell,normalized_dimapd,mean_ploidy,ploidy_confidence,is_high_dimapd,is_noisy,coverage_per_1Mbp
504,0.886234606308,1.94227852049,1,0,1,180
505,1.07150444839,1.74448736577,13,0,0,314
506,1.25801915334,2.30023759708,9,0,0,219
507,1.26202675815,2.42655120813,8,0,0,239
508,1.28660767788,1.55564462921,10,0,0,376
509,1.19492719772,2.50565780891,8,0,0,244
510,1.2448556337,1.55039419205,8,0,0,256
511,1.29811545524,2.14039042232,11,0,0,168
512,1.0818830343,1.74269428729,10,0,0,331
513,1.27836707059,2.97558779319,7,0,0,313
514,0.984446416389,1.82697053067,10,0,0,424
515,0.914830610121,1.91671038639,6,0,0,285
516,1.22783936391,1.49444822598,9,0,0,345
517,1.2596593963,1.53889999575,1,0,1,184
518,1.31777918234,2.32957358814,10,0,0,326
519,0.932785564766,1.92579886019,12,0,0,300
520,1.14974230614,2.12358283879,13,0,0,266
521,0.692366888548,1.95628930595,2,0,1,618
522,1.15948145455,1.61071765315,10,0,0,255
523,0.776887962552,3.11161438951,23,0,0,323
524,1.15161317298,1.68332281242,9,0,0,432
525,1.28364968063,1.5587751397,9,0,0,394
526,1.3891705198,2.27937390515,11,0,0,358
527,1.24969230474,2.22680229673,12,0,0,250
528,1.39523360335,2.42377376419,5,0,0,227
529,1.31095468639,2.46737719914,10,0,0,234
530,0.973938365151,1.82139946278,11,0,0,232
531,1.27317913416,2.42371090148,8,0,0,290
532,1.26049477362,1.51165264001,11,0,0,326
533,1.29756261122,2.16760695149,10,0,0,208
534,1.03297370318,1.77272115064,8,0,0,304
535,1.11368755852,1.72893684599,12,0,0,325
536,1.15703987686,1.52015002623,14,0,0,284
537,1.14156727387,1.60200948728,11,0,0,234
538,1.23341051876,2.4710272822,6,0,0,190
539,1.23556074041,2.31777073181,9,0,0,321
540,1.289339943,2.2601050371,5,0,0,144
541,1.3307120976,2.35939017905,10,0,0,249
542,1.17022158611,1.65084228819,8,0,0,479
543,1.17486806873,1.6690237744,13,0,0,445
544,1.2535554583,1.52705750518,8,0,0,461
545,0.938484286578,1.89639352167,13,0,0,276
546,1.18693434427,1.56462874358,12,0,0,237
547,1.11754943781,1.70816726004,9,0,0,460
548,1.12572408691,1.68247383201,13,0,0,283
549,1.1503828781,2.06245745888,13,0,0,393
550,1.17430452544,1.55611246597,14,0,0,180
551,0.846083285153,1.9596310502,5,0,0,310
552,0.999433025344,1.95972469326,1,0,1,194
553,1.29501570407,2.2694675765,8,0,0,336
554,1.00630175508,1.81017665239,15,0,0,229
555,0.916605064309,1.85780938672,9,0,0,450
556,1.62744152028,2.10996502628,6,1,1,293
557,1.31849952713,2.41820734847,8,0,0,288
558,1.39304564919,2.42063238808,7,0,0,390
559,1.01192509254,1.96242301395,14,0,0,92
560,1.22236979059,1.4771238122300001,10,0,0,299
561,1.18773575341,2.13682210928,14,0,0,172
562,1.20066579031,1.61292884596,8,0,0,418
563,0.84476366755,1.96050009574,14,0,0,373
564,1.15112264573,2.26140805107,11,0,0,295
565,1.2938465962,2.23710258374,8,0,0,196
566,0.878672430998,1.98277389856,1,0,1,219
567,1.09300359076,1.79082789906,16,0,0,264
568,0.762653970384,1.96174220129,4,0,0,623
569,1.12962462656,1.70657213754,8,0,0,334
570,1.3379238321,2.40138862294,7,0,0,345
571,1.27278799661,2.16493478877,4,0,0,129
